Latitude,Longitude,Vegetation_Type
57.94191418966784,-2.5640419358104927,Grassland
52.290498916144934,1.1356480087889729,Grassland
54.759852781361445,-6.7922353526687145,Wetland
50.10727510228322,-6.036434355046125,Grassland
53.381675563218366,-4.113095286125561,Grassland
50.750035853381554,-3.9158688326768876,Heathland
51.98662281635409,0.29350402564134015,Forest
51.45391871242089,-7.59057539499705,Wetland
56.63706986030673,-6.111886477897485,Shrubland
49.93849041296501,-2.7183387850029535,Wetland
51.220086805393784,-2.9114705668790375,Heathland
54.85190813965515,-6.847981448523523,Heathland
51.96120638455014,-6.3018961561372056,Wetland
52.6283499388735,-3.676518971577202,Grassland
56.27346516435499,-1.6777908181838725,Grassland
53.114395870074716,1.6381756864204515,Forest
53.82014403177198,-5.472135170323268,Wetland
53.7525831588954,-5.394620969771145,Forest
56.51563462475146,-1.9924224255254144,Forest
58.28631137803012,-4.4004775419381,Forest
54.53058830890033,-5.387201014968677,Forest
53.26378592261835,-3.209316068273745,Shrubland
58.19327764901688,1.390160796603384,Shrubland
58.26173912353792,-3.3638252239797657,Shrubland
57.66653322378362,1.7334644205058982,Shrubland
53.65019110190843,-0.15150397235263124,Heathland
55.45774135089337,-2.4682199394822897,Shrubland
50.074272547296175,-0.0581184344059853,Shrubland
50.02415279944588,-2.1157968005395427,Forest
52.430171531722294,0.26623673139681614,Forest
55.649802293756515,-3.551383580330091,Grassland
50.66001360165983,-1.694533491044064,Grassland
51.82390097104481,-7.585342359556004,Heathland
51.341042549800946,0.1568584747281152,Wetland
55.84122549142093,-1.9285786313851148,Shrubland
49.991689929090796,0.29377507154729443,Shrubland
50.37422362830469,-3.440993872877411,Heathland
58.46873197019036,-2.4200746552538615,Shrubland
55.67962489955974,-6.245603309932904,Forest
56.481852980182786,1.572038018532739,Heathland
55.26785234372518,-4.896191166832992,Wetland
53.541570006589005,-7.564555794942349,Grassland
56.98187556378983,-6.256031461380919,Shrubland
58.159377368461705,-0.8856695894320339,Forest
54.92836970343735,-5.131035859116539,Grassland
49.91063742124094,-1.7652505235481524,Wetland
50.89598675280705,-4.0765951113128835,Grassland
50.74665798490729,-6.503735460121629,Shrubland
50.48638024005638,1.7492286545460214,Heathland
54.60593082395133,-2.244340824267141,Grassland
55.960576168510016,-0.5300297688493298,Grassland
53.87204610102259,-2.189292895436232,Heathland
50.26824443120185,-6.589705413771615,Forest
51.47660346496074,-7.053533251106273,Heathland
52.40867575704202,-1.1355669931006052,Shrubland
56.720613459672265,-0.27541137338680777,Grassland
58.55986021094518,-5.203170557060222,Shrubland
58.343377343569756,-4.997061491319489,Grassland
51.688204189914885,-6.139788132497966,Forest
51.46308862726619,-2.160877251573903,Shrubland
49.94593672967531,-5.63276768914843,Wetland
50.286426643361374,-5.4997028371006795,Wetland
53.335437851155575,-0.5253030576513851,Grassland
50.87185689796333,-3.328680421255722,Heathland
56.982560466436134,1.2576828652193885,Grassland
58.570516990079796,0.5548083598978284,Forest
50.77188235218506,-3.7661109540316877,Heathland
55.68432657627782,-2.0909512511005426,Heathland
51.67430200195519,-5.207735017023328,Forest
58.57142149955782,-3.690549058131208,Forest
57.851941637232656,-3.3138383913390257,Heathland
51.60260992508665,-7.186098230008566,Grassland
57.3544448979576,-0.5316448967677863,Grassland
53.03724004705013,-2.0812075986491596,Heathland
52.499292618861816,-4.9179697497254455,Shrubland
54.384680250138345,-4.722942307632575,Heathland
51.415821732593535,-2.973807223292913,Wetland
57.97348163531514,-3.1554958561215916,Shrubland
56.46974023097827,-4.875640746271369,Shrubland
52.70735886875716,1.238911623495115,Grassland
50.23296306423593,-1.029884951737424,Heathland
57.59040141425939,-7.177257728970078,Heathland
55.64836883127562,-7.345521429947622,Shrubland
55.78577203147062,-3.2894000636870206,Forest
58.396843957513624,-1.9655330339020844,Heathland
50.51663393550375,-4.260634100085179,Forest
50.90724321919897,1.2876685668480583,Shrubland
51.05427858837127,-5.711135447359526,Grassland
54.53138802472233,-1.3936193945309219,Forest
55.82800617275714,-2.1602286807354503,Wetland
52.71048671716867,0.7305084891811156,Shrubland
54.38147447769845,-1.9180422547067488,Wetland
50.48614193032415,1.1502452274266108,Shrubland
55.033507739698166,-5.7649190178108345,Forest
53.28979665414638,-6.935709411999194,Wetland
52.95344575416436,-6.145918017249823,Grassland
52.4692145784295,-3.9963894212000883,Forest
50.84653559894911,1.0868801619712247,Heathland
51.95657840747818,-6.257439129132857,Forest
51.142489459335025,-6.298994058963316,Forest
57.085589292471425,0.10523026377373323,Forest
49.90538510644381,-6.005461155355118,Wetland
57.193198061956195,-6.408591101589989,Wetland
50.46657678333885,-5.346918978897434,Wetland
52.643864183819524,-1.1120508504617543,Heathland
52.515972319782456,-4.770515973389717,Forest
58.66768615454221,-0.929022408547028,Forest
55.49665685330874,-0.9651930771140398,Grassland
50.12952695650031,-1.0454112977071777,Heathland
57.13702353242612,-5.325002848712767,Heathland
50.51224905142262,0.9748960030974931,Grassland
51.28054439303977,-2.4470744075588966,Forest
57.43750029196252,-2.840730081596619,Shrubland
57.13093368346898,-0.48070762351289265,Forest
58.12027458088912,-6.710894634512789,Wetland
54.06319202759912,0.046615135968012034,Wetland
52.26526635342549,-6.037518584684289,Wetland
55.9522897839459,-1.6899293284140562,Forest
53.94370175909087,-2.6023943182115516,Grassland
52.08771032767998,-6.305167423966715,Grassland
56.28504482428788,1.3347688678582994,Grassland
56.35989748235477,-6.102348029745607,Shrubland
58.04702911585687,-7.3610089361116176,Forest
57.122408187930894,0.09941628608845399,Heathland
54.56112540940773,0.7211137505046405,Heathland
50.2883261066149,-5.561811792185646,Shrubland
57.9787006836683,-0.452554288968134,Heathland
56.8811767244822,-0.6903690246401339,Shrubland
55.45767150923098,-5.914036972421719,Heathland
56.151870184368455,-2.2912238214719407,Shrubland
57.05349316914814,-0.11660542932424622,Forest
52.587618560500346,-4.261756484060814,Heathland
58.585791886800294,-4.603096682710163,Wetland
54.60261550288025,-4.293936739123555,Grassland
57.98109419491822,-3.031112027093136,Wetland
50.72678837656831,-5.633243482185291,Grassland
54.4167930871522,0.8492084638188011,Shrubland
52.802281055277774,-6.008438347103618,Forest
53.35700838285435,-5.427403498540848,Forest
53.42709840644983,-5.130660291894883,Heathland
53.13308554436704,-2.5678596175883763,Wetland
52.07048992548097,1.7281844615956121,Grassland
50.82191665866171,-4.346089988008077,Forest
53.184667967024275,-6.979964452904396,Wetland
53.0436612504866,-7.476519789659361,Wetland
53.99363884992063,-6.522200734026391,Heathland
51.20626023020774,-0.04961746072251394,Wetland
54.43259138000242,0.2902373504214051,Heathland
52.315394741818366,-7.565959256992448,Forest
55.09496457543127,-6.4178462513186965,Wetland
51.829001003093296,-6.5073596604412565,Grassland
55.088528352184355,-3.421634038609038,Forest
51.04725989984421,-2.87958906036099,Shrubland
50.47880536109709,1.2094574706592436,Grassland
52.556188792710664,-0.9572268573279796,Forest
58.139838583307494,0.3279094745549882,Forest
52.966791988946134,-0.5738944680330738,Heathland
57.02213240390558,-4.778215758781414,Grassland
55.357179534785764,0.6547081991633323,Wetland
52.16339369555958,-0.2108473144013603,Heathland
50.48183909214117,1.7833886581252063,Wetland
51.30490297301095,-3.486941238367538,Heathland
53.461077622905755,-2.533779940355857,Forest
53.02558555141547,-5.508503737269946,Wetland
54.28463326610399,-6.705304229178605,Grassland
58.36456375149796,-4.258063993529808,Forest
56.274049913377155,-6.745157770283772,Forest
55.34041847889752,-4.850859955056578,Shrubland
57.99276665793603,-1.8332277027089647,Shrubland
56.90168511417546,-6.100118182046184,Heathland
58.26542697950924,-3.438709098612639,Wetland
52.03704060673564,-1.5754752056799077,Shrubland
58.35045180867972,-1.9659025155855154,Grassland
54.29090777562263,-6.791432874298006,Shrubland
58.42248985435051,0.22789308377345385,Shrubland
50.18690868338631,-2.006467585290329,Forest
53.254238174572755,-3.3111778530374716,Grassland
52.55250499961175,-6.967226605757007,Grassland
51.445234007849294,-1.7593063717347732,Shrubland
58.53089684820072,-6.707951847391339,Forest
56.238907629453756,0.7387094473204652,Forest
50.07999810651312,1.2559979982963423,Shrubland
51.963810139026066,1.7251830074147172,Forest
50.440898017174035,0.5288353346512338,Heathland
57.91548618856691,-0.13569021639191803,Heathland
55.695209448199854,1.712425720854796,Grassland
55.403311501755915,-1.2251901585309612,Wetland
57.80709960022981,-2.691374043237712,Heathland
52.517972691455505,-1.2113337554998571,Wetland
51.332419960134864,-7.044374339564364,Heathland
56.57965885769989,0.1312829175499628,Wetland
51.442315842134505,-4.516695737547764,Grassland
58.66957034692361,-7.440714638133798,Forest
56.24537326687483,-5.684635231743313,Heathland
52.684397755982715,-3.948646274595386,Shrubland
58.30224527255787,-7.06697168574685,Wetland
57.66423941345553,-4.723802807524671,Forest
54.20805786837372,-5.745194033464446,Heathland
55.07649841769825,-3.0609185585553407,Forest
55.938979990067395,0.550282193706451,Forest
50.81492608805452,-4.930786378340767,Wetland
50.33816536580941,-0.9566534102685651,Heathland
55.18993382997489,0.21543657150568762,Heathland
50.3505770720049,0.03218189823710915,Heathland
57.14964030782,-7.501352048404022,Heathland
53.70262067175483,-3.835250746820354,Grassland
58.32261124610388,-4.722689026696831,Forest
57.574944626148,0.6346563104083902,Shrubland
51.367172695217455,-1.3529861030901733,Wetland
57.69736833801341,-6.742813815846046,Wetland
54.0094085116544,-1.7192794128189908,Forest
50.28628694448016,1.7888631057205515,Heathland
50.85131680416952,-7.004847681418956,Forest
51.165685729549836,-3.4541302983399147,Wetland
50.95902373991014,-3.7086571866993565,Forest
55.400034262756556,1.7542091301766458,Forest
53.1090755230968,-3.4891389889463538,Heathland
50.08217032197624,-6.369158971356244,Shrubland
50.60999425192817,-4.844401844528138,Shrubland
57.48793741954977,0.4332765471258,Grassland
50.77777885377356,-6.699050147824514,Shrubland
58.38959184263954,-1.394836093524039,Wetland
54.337479848893935,0.6687892523694838,Wetland
51.616523095658245,-0.010508153745007576,Shrubland
54.0705556113141,-3.459896805002572,Forest
50.16056243558341,-7.3442307608153925,Forest
53.98763541840509,-3.6786674681894485,Wetland
55.598257876323295,-0.523777985640713,Shrubland
52.24458661110377,-7.263759813197304,Heathland
49.91711567884371,-7.218381403310511,Grassland
57.6851230241887,0.7452162419642505,Wetland
52.8570866146786,-6.308200396497783,Grassland
54.540336847578914,-2.8024126112256766,Grassland
53.58088193587389,-4.061508801403342,Grassland
57.07508292139445,-2.507331230368897,Heathland
50.44865950730035,-2.6143927745920665,Forest
53.00785661606311,-1.9012371044390939,Forest
58.22232039766497,-4.233022964912769,Wetland
57.27112563974534,-5.224127207594159,Wetland
55.61660521494902,1.0648847182119372,Wetland
56.083187007158685,1.7987206594101472,Forest
56.67210231499212,-1.73932645637053,Heathland
54.83016327860281,-2.429196123256167,Shrubland
54.23893221571976,0.6026238631814476,Forest
51.36339624254226,-4.87664259242713,Grassland
55.37196038166652,-2.8888633429196204,Wetland
58.63921013507807,-1.238635504562665,Shrubland
53.82739557064738,-1.0715078888661047,Shrubland
57.82593633009205,-6.679226938205189,Wetland
52.43881411166368,-4.1713715519786,Grassland
56.65179396996042,-0.24247757122500868,Heathland
52.517565000594225,-3.9073004047449422,Forest
55.66801997880634,0.15845971928648162,Grassland
57.36782281302431,-4.559290090338406,Heathland
50.54548163247359,-0.5782077306180264,Forest
58.474607353423046,-2.8288680084063156,Grassland
57.03482183365661,1.2133485422243115,Wetland
55.89726305522507,1.3700411782033726,Heathland
56.28740058482867,-1.2463788829887434,Shrubland
54.98562935295877,-3.448934128522054,Shrubland
55.05983321777953,1.4517825535343967,Forest
52.36807015893934,-7.458840892561556,Wetland
50.765167812447324,0.7545214707404515,Wetland
50.12648982462521,1.0248895464249461,Grassland
52.46286900286453,-6.379319793002111,Forest
58.44961608855147,0.55973369347649,Grassland
58.06311115259254,-6.537124084032129,Grassland
57.72350203633023,-3.349853783649765,Shrubland
51.82608513200199,-4.5479300294741485,Grassland
52.61826545713243,-5.669645445801056,Shrubland
55.81041466639972,-4.142172159803614,Heathland
52.56615796508924,0.7867090320520038,Heathland
52.26682296970794,0.10403604944800726,Heathland
52.25515913549772,-4.2528280692709455,Grassland
56.3574140844183,-0.7627183980337175,Wetland
54.73323945714943,-2.621217758496565,Forest
